Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date
Japan,,36,138,461,76,6,3/7/2020
China,Beijing,40.1824,116.4142,426,303,8,3/7/2020
China,Shanghai,31.202,121.4491,342,313,3,3/7/2020
China,Hebei,38.0428,114.5149,318,307,6,3/7/2020
China,Fujian,26.0789,117.9874,296,295,1,3/7/2020
Switzerland,,46.8182,8.2275,268,3,1,3/7/2020
China,Guangxi,23.8298,108.7881,252,218,2,3/7/2020
China,Shaanxi,35.1917,108.8701,245,226,1,3/7/2020
United Kingdom,,55,-3,206,18,2,3/7/2020
Netherlands,,52.1326,5.2913,188,0,1,3/7/2020
China,Yunnan,24.974,101.487,174,170,2,3/7/2020
Belgium,,50.8333,4,169,1,0,3/7/2020
China,Hainan,19.1959,109.7453,168,158,6,3/7/2020
Sweden,,63,16,161,0,0,3/7/2020
Norway,,60.472,8.4689,147,0,0,3/7/2020
China,Guizhou,26.8154,106.8748,146,115,2,3/7/2020
Singapore,,1.2833,103.8333,138,78,0,3/7/2020
China,Tianjin,39.3054,117.323,136,128,3,3/7/2020
China,Shanxi,37.5777,112.2922,133,126,0,3/7/2020
China,Liaoning,41.2956,122.6085,125,107,1,3/7/2020
China,Gansu,36.0611,103.8343,120,87,2,3/7/2020
Hong Kong,Hong Kong,22.3,114.2,108,51,2,3/7/2020
China,Jilin,43.6661,126.1923,93,90,1,3/7/2020
Malaysia,,2.5,112.5,93,23,0,3/7/2020
Bahrain,,26.0275,50.55,85,4,0,3/7/2020
Austria,,47.5162,14.5501,79,0,0,3/7/2020
China,Xinjiang,41.1129,85.2401,76,72,3,3/7/2020
China,Inner Mongolia,44.0935,113.9448,75,67,1,3/7/2020
China,Ningxia,37.2692,106.1655,75,71,0,3/7/2020
US,"King County, WA",47.548,-121.9836,71,1,15,3/7/2020
Kuwait,,29.5,47.75,61,0,0,3/7/2020
US,"Westchester County, NY",41.122,-73.7949,57,0,0,3/7/2020
Iraq,,33,44,54,0,4,3/7/2020
Iceland,,64.9631,-19.0208,50,0,0,3/7/2020
Thailand,,15,101,50,31,1,3/7/2020
Greece,,39.0742,21.8243,46,0,0,3/7/2020
Taiwan,Taiwan,23.7,121,45,12,1,3/7/2020
US,Unassigned Location (From Diamond Princess),35.4437,139.638,45,0,0,3/7/2020
United Arab Emirates,,24,54,45,7,0,3/7/2020
India,,21,78,34,3,0,3/7/2020
US,"Santa Clara County, CA",37.3541,-121.9552,32,1,0,3/7/2020
Australia,New South Wales,-33.8688,151.2093,28,4,1,3/7/2020
Canada,"Toronto, ON",43.6532,-79.3832,27,3,0,3/7/2020
US,"Snohomish County, WA",48.033,-121.8339,27,0,1,3/7/2020
Denmark,,56.2639,9.5018,23,1,0,3/7/2020
San Marino,,43.9424,12.4578,23,0,1,3/7/2020
Lebanon,,33.8547,35.8623,22,1,0,3/7/2020
Palestine,,31.9522,35.2332,22,0,0,3/7/2020
Canada,British Columbia,49.2827,-123.1207,21,4,0,3/7/2020
Israel,,31,35,21,2,0,3/7/2020
US,Grand Princess Cruise Ship,37.6489,-122.6655,21,0,0,3/7/2020
Portugal,,39.3999,-8.2245,20,0,0,3/7/2020
Czech Republic,,49.8175,15.473,19,0,0,3/7/2020
Ireland,,53.1424,-7.6921,18,0,0,3/7/2020
China,Qinghai,35.7452,95.9956,18,18,0,3/7/2020
Vietnam,,16,108,18,16,0,3/7/2020
Algeria,,28.0339,1.6596,17,0,0,3/7/2020
Oman,,21,57,16,2,0,3/7/2020
Egypt,,26,30,15,1,0,3/7/2020
Finland,,64,26,15,1,0,3/7/2020
US,"Los Angeles, CA",34.0522,-118.2437,14,0,0,3/7/2020
Australia,Queensland,-28.0167,153.4,13,8,0,3/7/2020
Brazil,,-14.235,-51.9253,13,0,0,3/7/2020
Ecuador,,-1.8312,-78.1834,13,0,0,3/7/2020
Russia,,60,90,13,2,0,3/7/2020
Croatia,,45.1667,15.5,12,0,0,3/7/2020
Australia,Victoria,-37.8136,144.9631,11,7,0,3/7/2020
US,"New York County, NY",40.7128,-74.006,11,0,0,3/7/2020
Estonia,,58.5953,25.0136,10,0,0,3/7/2020
Macau,Macau,22.1667,113.55,10,10,0,3/7/2020
Azerbaijan,,40.1431,47.5769,9,0,0,3/7/2020
Romania,,46,25,9,3,0,3/7/2020
US,"San Francisco County, CA",37.7749,-122.4194,9,0,0,3/7/2020
Argentina,,-38.4161,-63.6167,8,0,0,3/7/2020
Qatar,,25.3548,51.1839,8,0,0,3/7/2020
Australia,South Australia,-34.9285,138.6007,7,2,0,3/7/2020
Slovenia,,46.1512,14.9955,7,0,0,3/7/2020
Belarus,,53.7098,27.9534,6,0,0,3/7/2020
Mexico,,23,-102,6,1,0,3/7/2020
Pakistan,,30.3753,69.3451,6,0,0,3/7/2020
Philippines,,13,122,6,1,1,3/7/2020
US,"Cook County, IL",41.7377,-87.6976,6,2,0,3/7/2020
French Guiana,,3.9339,-53.1258,5,0,0,3/7/2020
New Zealand,,-40.9006,174.886,5,0,0,3/7/2020
Poland,,51.9194,19.1451,5,0,0,3/7/2020
Saudi Arabia,,24,45,5,0,0,3/7/2020
US,"Harris County, TX",29.7752,-95.3103,5,0,0,3/7/2020
US,"Placer County, CA",39.0916,-120.8039,5,0,1,3/7/2020
US,"Unassigned Location, WA",47.7511,-120.7401,5,0,0,3/7/2020
Chile,,-35.6751,-71.543,4,0,0,3/7/2020
Georgia,,42.3154,43.3569,4,0,0,3/7/2020
Hungary,,47.1625,19.5033,4,0,0,3/7/2020
Indonesia,,-0.7893,113.9213,4,0,0,3/7/2020
Senegal,,14.4974,-14.4524,4,0,0,3/7/2020
US,"Bergen County, NJ",40.9263,-74.077,4,0,0,3/7/2020
US,"Nassau County, NY",40.6546,-73.5594,4,0,0,3/7/2020
Australia,Western Australia,-31.9505,115.8605,3,0,1,3/7/2020
Bosnia and Herzegovina,,43.9159,17.6791,3,0,0,3/7/2020
Canada," Montreal, QC",45.5017,-73.5673,3,0,0,3/7/2020
Malta,,35.9375,14.3754,3,0,0,3/7/2020
North Macedonia,,41.6086,21.7453,3,0,0,3/7/2020
Saint Barthelemy,,17.9,-62.8333,3,0,0,3/7/2020
US,"Contra Costa County, CA",37.8534,-121.9018,3,0,0,3/7/2020
US,"Douglas County, CO",39.2587,-104.9389,3,0,0,3/7/2020
US,"Fort Bend County, TX",29.5693,-95.8143,3,0,0,3/7/2020
US,"Fulton County, GA",33.8034,-84.3963,3,0,0,3/7/2020
US,"Maricopa County, AZ",33.2918,-112.4291,3,1,0,3/7/2020
US,"Montgomery County, MD",39.1547,-77.2405,3,0,0,3/7/2020
US,"Orange County, CA",33.7879,-117.8531,3,0,0,3/7/2020
US,"Providence County, RI",41.8882,-71.4774,3,0,0,3/7/2020
US,"San Diego County, CA",32.7157,-117.1611,3,1,0,3/7/2020
US,"Suffolk County, MA",42.3601,-71.0589,3,1,0,3/7/2020
US,"Washington County, OR",45.547,-123.1386,3,0,0,3/7/2020
Dominican Republic,,18.7357,-70.1627,2,0,0,3/7/2020
Luxembourg,,49.8144,6.1317,2,0,0,3/7/2020
Martinique,,14.6415,-61.0242,2,0,0,3/7/2020
Morocco,,31.7917,-7.0926,2,0,0,3/7/2020
US," Norfolk County, MA",42.1767,-71.1449,2,0,0,3/7/2020
US,"Alameda County, CA",37.6017,-121.7195,2,0,0,3/7/2020
US,"Broward County, FL",26.1901,-80.3659,2,0,0,3/7/2020
US,"Denver County, CO",39.7392,-104.9903,2,0,0,3/7/2020
US,"Fairfield County, CT",41.256,-73.3709,2,0,0,3/7/2020
US,"Floyd County, GA",34.2829,-85.2308,2,0,0,3/7/2020
US,"Grafton County, NH",43.9088,-71.826,2,0,0,3/7/2020
US,"Hillsborough, FL",27.9904,-82.3018,2,0,0,3/7/2020
US,"Lee County, FL",26.663,-81.9535,2,0,0,3/7/2020
US,"Pinal County, AZ",32.8162,-111.2845,2,0,0,3/7/2020
US,"Rockland County, NY",41.1489,-73.983,2,0,0,3/7/2020
US,"Sacramento County, CA",38.4747,-121.3542,2,0,0,3/7/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,3/7/2020
US,"San Mateo, CA",37.563,-122.3255,2,0,0,3/7/2020
US,"Saratoga County, NY",43.0324,-73.936,2,0,0,3/7/2020
US,"Summit County, CO",39.5912,-106.064,2,0,0,3/7/2020
Afghanistan,,33,65,1,0,0,3/7/2020
Andorra,,42.5063,1.5218,1,0,0,3/7/2020
Armenia,,40.0691,45.0382,1,0,0,3/7/2020
Australia,Tasmania,-41.4545,145.9707,1,0,0,3/7/2020
Bhutan,,27.5142,90.4336,1,0,0,3/7/2020
Cambodia,,11.55,104.9167,1,1,0,3/7/2020
Cameroon,,3.848,11.5021,1,0,0,3/7/2020
Canada,"Calgary, Alberta",51.0447,-114.0719,1,0,0,3/7/2020
Canada,"Edmonton, Alberta",53.5461,-113.4938,1,0,0,3/7/2020
Canada,"London, ON",42.9849,-81.2453,1,1,0,3/7/2020
Colombia,,4.5709,-74.2973,1,0,0,3/7/2020
Costa Rica,,9.7489,-83.7534,1,0,0,3/7/2020
Faroe Islands,,61.8926,-6.9118,1,0,0,3/7/2020
Gibraltar,,36.1408,-5.3536,1,0,0,3/7/2020
Jordan,,31.24,36.51,1,0,0,3/7/2020
Latvia,,56.8796,24.6032,1,0,0,3/7/2020
Liechtenstein,,47.14,9.55,1,0,0,3/7/2020
Lithuania,,55.1694,23.8813,1,0,0,3/7/2020
China,Tibet,31.6927,88.0924,1,1,0,3/7/2020
Monaco,,43.7333,7.4167,1,0,0,3/7/2020
Nepal,,28.1667,84.25,1,1,0,3/7/2020
Nigeria,,9.082,8.6753,1,0,0,3/7/2020
Peru,,-9.19,-75.0152,1,0,0,3/7/2020
Serbia,,44.0165,21.0059,1,0,0,3/7/2020
Slovakia,,48.669,19.699,1,0,0,3/7/2020
South Africa,,-30.5595,22.9375,1,0,0,3/7/2020
Sri Lanka,,7,81,1,1,0,3/7/2020
Togo,,8.6195,0.8248,1,0,0,3/7/2020
Tunisia,,34,9,1,0,0,3/7/2020
US,"Charleston County, SC",32.7957,-79.7848,1,0,0,3/7/2020
US,"Chatham County, NC",35.7211,-79.1781,1,0,0,3/7/2020
US,"Clark County, NV",36.0796,-115.094,1,0,0,3/7/2020
US,"Clark County, WA",45.7466,-122.5194,1,0,0,3/7/2020
US,"Cobb County, GA",33.8999,-84.5641,1,0,0,3/7/2020
US,"Davis County, UT",40.9629,-112.0953,1,0,0,3/7/2020
US,"Delaware County, PA",39.9078,-75.3879,1,0,0,3/7/2020
US,"Douglas County, NE",41.3148,-96.1951,1,0,0,3/7/2020
US,"El Paso County, CO",38.9108,-104.4723,1,0,0,3/7/2020
US,"Fayette County, KY",38.0606,-84.4803,1,0,0,3/7/2020
US,"Grant County, WA",47.1981,-119.3732,1,0,0,3/7/2020
US,"Honolulu County, HI",21.307,-157.8584,1,0,0,3/7/2020
US,"Humboldt County, CA",40.745,-123.8695,1,0,0,3/7/2020
US,"Jackson County, OR ",42.3345,-122.7647,1,0,0,3/7/2020
US,"Jefferson County, WA",47.7425,-123.304,1,0,0,3/7/2020
US,"Kershaw County, SC",34.3672,-80.5883,1,0,0,3/7/2020
US,"Klamath County, OR",42.6953,-121.6142,1,0,0,3/7/2020
US,"Madera County, CA",37.2519,-119.6963,1,0,0,3/7/2020
US,"Madison, WI",43.0731,-89.4012,1,1,0,3/7/2020
US,"Marion County, IN",39.8362,-86.1752,1,0,0,3/7/2020
US,"Middlesex County, MA",41.912,-70.7168,1,0,0,3/7/2020
US,"Pierce County, WA",47.0676,-122.1295,1,0,0,3/7/2020
US,"Plymouth County, MA",42.1615,-70.7928,1,0,0,3/7/2020
US,"Ramsey County, MN",44.9964,-93.0616,1,0,0,3/7/2020
US,"San Antonio, TX",29.4241,-98.4936,1,0,0,3/7/2020
US,"Santa Cruz County, CA",36.9741,-122.0308,1,0,0,3/7/2020
US,"Santa Rosa County, FL",30.769,-86.9824,1,0,0,3/7/2020
US,"Sarasota, FL",27.3364,-82.5307,1,0,0,3/7/2020
US,"Sonoma County, CA",38.578,-122.9888,1,0,0,3/7/2020
US,"Tulsa County, OK",36.1593,-95.941,1,0,0,3/7/2020
US,"Umatilla, OR",45.775,-118.7606,1,0,0,3/7/2020
US,"Wake County, NC",35.8032,-78.5661,1,0,0,3/7/2020
US,"Washoe County, NV",40.5608,-119.6035,1,0,0,3/7/2020
US,"Wayne County, PA",41.6739,-75.2479,1,0,0,3/7/2020
US,"Williamson County, TN",35.9179,-86.8622,1,0,0,3/7/2020
US,"Yolo County, CA",38.7646,-121.9018,1,0,0,3/7/2020
Ukraine,,48.3794,31.1656,1,0,0,3/7/2020
Vatican City,,41.9029,12.4534,1,0,0,3/7/2020
Australia,From Diamond Princess,35.4437,139.638,0,0,0,3/7/2020
Australia,Northern Territory,-12.4634,130.8456,0,0,0,3/7/2020
US,"Lackland, TX (From Diamond Princess)",29.3829,-98.6134,0,0,0,3/7/2020
US,"Montgomery County, TX",30.3213,-95.4778,0,0,0,3/7/2020
US,"Omaha, NE (From Diamond Princess)",41.2545,-95.9758,0,0,0,3/7/2020
US,"Travis, CA (From Diamond Princess)",38.2721,-121.9399,0,0,0,3/7/2020
China,Hubei,30.9756,112.2707,67707,45235,2986,3/8/2020
Italy,,43,12,7375,622,366,3/8/2020
South Korea,,36,128,7314,118,50,3/8/2020
Iran,,32,53,6566,2134,194,3/8/2020
China,Guangdong,23.3417,113.4244,1352,1256,7,3/8/2020
China,Henan,33.882,113.614,1272,1247,22,3/8/2020
China,Zhejiang,29.1832,120.0934,1215,1161,1,3/8/2020
France,,47,2,1126,12,19,3/8/2020
Germany,,51,9,1040,18,0,3/8/2020
China,Hunan,27.6104,111.7088,1018,968,4,3/8/2020
China,Anhui,31.8257,117.2264,990,984,6,3/8/2020
China,Jiangxi,27.614,115.7221,935,919,1,3/8/2020
China,Shandong,36.3427,118.1498,758,642,6,3/8/2020
Others,Diamond Princess cruise ship,35.4437,139.638,696,40,6,3/8/2020
Spain,,40,-4,673,30,17,3/8/2020
China,Jiangsu,32.9711,119.455,631,612,0,3/8/2020
China,Chongqing,30.0572,107.874,576,527,6,3/8/2020
China,Sichuan,30.6171,102.7103,539,464,3,3/8/2020
Japan,,36,138,502,76,6,3/8/2020
China,Heilongjiang,47.862,127.7615,481,412,13,3/8/2020
China,Beijing,40.1824,116.4142,428,308,8,3/8/2020
China,Shanghai,31.202,121.4491,342,314,3,3/8/2020
Switzerland,,46.8182,8.2275,337,3,2,3/8/2020
China,Hebei,38.0428,114.5149,318,307,6,3/8/2020
China,Fujian,26.0789,117.9874,296,295,1,3/8/2020
United Kingdom,,55,-3,273,18,3,3/8/2020
Netherlands,,52.1326,5.2913,265,0,3,3/8/2020
China,Guangxi,23.8298,108.7881,252,223,2,3/8/2020
China,Shaanxi,35.1917,108.8701,245,227,1,3/8/2020
Sweden,,63,16,203,0,0,3/8/2020
Belgium,,50.8333,4,200,1,0,3/8/2020
Norway,,60.472,8.4689,176,0,0,3/8/2020
China,Yunnan,24.974,101.487,174,170,2,3/8/2020
China,Hainan,19.1959,109.7453,168,159,6,3/8/2020
Singapore,,1.2833,103.8333,150,78,0,3/8/2020
China,Guizhou,26.8154,106.8748,146,117,2,3/8/2020
China,Tianjin,39.3054,117.323,136,128,3,3/8/2020
China,Shanxi,37.5777,112.2922,133,126,0,3/8/2020
China,Liaoning,41.2956,122.6085,125,109,1,3/8/2020
China,Gansu,36.0611,103.8343,124,87,2,3/8/2020
Hong Kong,Hong Kong,22.3,114.2,114,58,3,3/8/2020
Austria,,47.5162,14.5501,104,0,0,3/8/2020
Malaysia,,2.5,112.5,99,24,0,3/8/2020
China,Jilin,43.6661,126.1923,93,90,1,3/8/2020
Bahrain,,26.0275,50.55,85,4,0,3/8/2020
US,"King County, WA",47.548,-121.9836,83,1,17,3/8/2020
US,"Westchester County, NY",41.122,-73.7949,83,0,0,3/8/2020
China,Xinjiang,41.1129,85.2401,76,73,3,3/8/2020
China,Inner Mongolia,44.0935,113.9448,75,70,1,3/8/2020
China,Ningxia,37.2692,106.1655,75,71,0,3/8/2020
Greece,,39.0742,21.8243,73,0,0,3/8/2020
Kuwait,,29.5,47.75,64,1,0,3/8/2020
Iraq,,33,44,60,0,6,3/8/2020
Iceland,,64.9631,-19.0208,50,0,0,3/8/2020
Thailand,,15,101,50,31,1,3/8/2020
Egypt,,26,30,49,1,1,3/8/2020
Taiwan,Taiwan,23.7,121,45,13,1,3/8/2020
US,Unassigned Location (From Diamond Princess),35.4437,139.638,45,0,0,3/8/2020
United Arab Emirates,,24,54,45,7,0,3/8/2020
India,,21,78,39,3,0,3/8/2020
Israel,,31,35,39,2,0,3/8/2020
Australia,New South Wales,-33.8688,151.2093,38,4,3,3/8/2020
US,"Santa Clara County, CA",37.3541,-121.9552,38,1,0,3/8/2020
San Marino,,43.9424,12.4578,36,0,1,3/8/2020
Denmark,,56.2639,9.5018,35,1,0,3/8/2020
Lebanon,,33.8547,35.8623,32,1,0,3/8/2020
Czech Republic,,49.8175,15.473,31,0,0,3/8/2020
US,"Snohomish County, WA",48.033,-121.8339,31,0,1,3/8/2020
Portugal,,39.3999,-8.2245,30,0,0,3/8/2020
Vietnam,,16,108,30,16,0,3/8/2020
Canada,"Toronto, ON",43.6532,-79.3832,28,3,0,3/8/2020
Canada,British Columbia,49.2827,-123.1207,27,4,0,3/8/2020
Finland,,64,26,23,1,0,3/8/2020
Palestine,,31.9522,35.2332,22,0,0,3/8/2020
Ireland,,53.1424,-7.6921,21,0,0,3/8/2020
US,Grand Princess Cruise Ship,37.6489,-122.6655,21,0,0,3/8/2020
Brazil,,-14.235,-51.9253,20,0,0,3/8/2020
Algeria,,28.0339,1.6596,19,0,0,3/8/2020
Ireland,,53.4167,-8,19,0,0,3/8/2020
China,Qinghai,35.7452,95.9956,18,18,0,3/8/2020
Russia,,60,90,17,3,0,3/8/2020
Oman,,21,57,16,2,0,3/8/2020
Slovenia,,46.1512,14.9955,16,0,0,3/8/2020
Australia,Queensland,-28.0167,153.4,15,8,0,3/8/2020
Qatar,,25.3548,51.1839,15,0,0,3/8/2020
Romania,,46,25,15,3,0,3/8/2020
Ecuador,,-1.8312,-78.1834,14,0,0,3/8/2020
US,"Los Angeles, CA",34.0522,-118.2437,14,0,0,3/8/2020
Georgia,,42.3154,43.3569,13,0,0,3/8/2020
Argentina,,-38.4161,-63.6167,12,0,1,3/8/2020
Croatia,,45.1667,15.5,12,0,0,3/8/2020
US,"Contra Costa County, CA",37.8534,-121.9018,12,0,0,3/8/2020
US,"New York County, NY",40.7128,-74.006,12,0,0,3/8/2020
Australia,Victoria,-37.8136,144.9631,11,7,0,3/8/2020
Poland,,51.9194,19.1451,11,0,0,3/8/2020
Saudi Arabia,,24,45,11,0,0,3/8/2020
Estonia,,58.5953,25.0136,10,0,0,3/8/2020
Macau,Macau,22.1667,113.55,10,10,0,3/8/2020
Philippines,,13,122,10,1,1,3/8/2020
Azerbaijan,,40.1431,47.5769,9,0,0,3/8/2020
US,"San Francisco County, CA",37.7749,-122.4194,9,0,0,3/8/2020
Chile,,-35.6751,-71.543,8,0,0,3/8/2020
US,"Suffolk County, MA",42.3601,-71.0589,8,1,0,3/8/2020
US,"Washington County, OR",45.547,-123.1386,8,0,0,3/8/2020
Australia,South Australia,-34.9285,138.6007,7,2,0,3/8/2020
Hungary,,47.1625,19.5033,7,0,0,3/8/2020
Mexico,,23,-102,7,1,0,3/8/2020
US,"Cook County, IL",41.7377,-87.6976,7,2,0,3/8/2020
US,"Middlesex County, MA",42.4672,-71.2874,7,0,0,3/8/2020
Belarus,,53.7098,27.9534,6,0,0,3/8/2020
Indonesia,,-0.7893,113.9213,6,0,0,3/8/2020
Pakistan,,30.3753,69.3451,6,1,0,3/8/2020
Peru,,-9.19,-75.0152,6,0,0,3/8/2020
US,"Fort Bend County, TX",29.5693,-95.8143,6,0,0,3/8/2020
US,"Norfolk County, MA",42.1767,-71.1449,6,0,0,3/8/2020
Costa Rica,,9.7489,-83.7534,5,0,0,3/8/2020
Dominican Republic,,18.7357,-70.1627,5,0,0,3/8/2020
French Guiana,,3.9339,-53.1258,5,0,0,3/8/2020
New Zealand,,-40.9006,174.886,5,0,0,3/8/2020
US,"Harris County, TX",29.7752,-95.3103,5,0,0,3/8/2020
US,"Nassau County, NY",40.6546,-73.5594,5,0,0,3/8/2020
US,"Placer County, CA",39.0916,-120.8039,5,0,1,3/8/2020
US,"Unassigned Location, WA",47.7511,-120.7401,5,0,0,3/8/2020
Afghanistan,,33,65,4,0,0,3/8/2020
Bulgaria,,42.7339,25.4858,4,0,0,3/8/2020
Canada," Montreal, QC",45.5017,-73.5673,4,0,0,3/8/2020
Maldives,,3.2028,73.2207,4,0,0,3/8/2020
Senegal,,14.4974,-14.4524,4,1,0,3/8/2020
US,"Bergen County, NJ",40.9263,-74.077,4,0,0,3/8/2020
US,"Grafton County, NH",43.9088,-71.826,4,0,0,3/8/2020
US,"Montgomery County, MD",39.1547,-77.2405,4,0,0,3/8/2020
US,"Montgomery County, PA",40.229,-75.3879,4,0,0,3/8/2020
US,"Pierce County, WA",47.0676,-122.1295,4,0,0,3/8/2020
Australia,Western Australia,-31.9505,115.8605,3,0,1,3/8/2020
Bangladesh,,23.685,90.3563,3,0,0,3/8/2020
Bosnia and Herzegovina,,43.9159,17.6791,3,0,0,3/8/2020
Canada,"Edmonton, Alberta",53.5461,-113.4938,3,0,0,3/8/2020
Luxembourg,,49.8144,6.1317,3,0,0,3/8/2020
Malta,,35.9375,14.3754,3,0,0,3/8/2020
North Macedonia,,41.6086,21.7453,3,0,0,3/8/2020
Saint Barthelemy,,17.9,-62.8333,3,0,0,3/8/2020
Slovakia,,48.669,19.699,3,0,0,3/8/2020
South Africa,,-30.5595,22.9375,3,0,0,3/8/2020
US,"Douglas County, CO",39.2587,-104.9389,3,0,0,3/8/2020
US,"Fulton County, GA",33.8034,-84.3963,3,0,0,3/8/2020
US,"Maricopa County, AZ",33.2918,-112.4291,3,1,0,3/8/2020
US,"Orange County, CA",33.7879,-117.8531,3,0,0,3/8/2020
US,"Providence County, RI",41.8882,-71.4774,3,0,0,3/8/2020
US,"San Diego County, CA",32.7157,-117.1611,3,1,0,3/8/2020
Australia,Tasmania,-41.4545,145.9707,2,0,0,3/8/2020
Cambodia,,11.55,104.9167,2,1,0,3/8/2020
Cameroon,,3.848,11.5021,2,0,0,3/8/2020
Faroe Islands,,61.8926,-6.9118,2,0,0,3/8/2020
Latvia,,56.8796,24.6032,2,0,0,3/8/2020
Martinique,,14.6415,-61.0242,2,0,0,3/8/2020
Morocco,,31.7917,-7.0926,2,0,0,3/8/2020
Tunisia,,33.8869,9.5375,2,0,0,3/8/2020
US,"Alameda County, CA",37.6017,-121.7195,2,0,0,3/8/2020
US,"Broward County, FL",26.1901,-80.3659,2,0,0,3/8/2020
US,"Clark County, NV",36.0796,-115.094,2,0,0,3/8/2020
US,"Denver County, CO",39.7392,-104.9903,2,0,0,3/8/2020
US,"Fairfax County, VA",38.9085,-77.2405,2,0,0,3/8/2020
US,"Hillsborough, FL",27.9904,-82.3018,2,0,0,3/8/2020
US,"Jackson County, OR ",42.3345,-122.7647,2,0,0,3/8/2020
US,"Lee County, FL",26.663,-81.9535,2,0,1,3/8/2020
US,"Pinal County, AZ",32.8162,-111.2845,2,0,0,3/8/2020
US,"Rockingham County, NH",42.9931,-71.0498,2,0,0,3/8/2020
US,"Rockland County, NY",41.1489,-73.983,2,0,0,3/8/2020
US,"Sacramento County, CA",38.4747,-121.3542,2,0,0,3/8/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,3/8/2020
US,"San Mateo, CA",37.563,-122.3255,2,0,0,3/8/2020
US,"Saratoga County, NY",43.0324,-73.936,2,0,0,3/8/2020
US,"Summit County, CO",39.5912,-106.064,2,0,0,3/8/2020
US,"Washington, D.C.",38.9072,-77.0369,2,0,0,3/8/2020
US,"Washoe County, NV",40.5608,-119.6035,2,0,0,3/8/2020
Andorra,,42.5063,1.5218,1,0,0,3/8/2020
Armenia,,40.0691,45.0382,1,0,0,3/8/2020
Bhutan,,27.5142,90.4336,1,0,0,3/8/2020
Canada,"Calgary, Alberta",51.0447,-114.0719,1,0,0,3/8/2020
Canada,"London, ON",42.9849,-81.2453,1,1,0,3/8/2020
Colombia,,4.5709,-74.2973,1,0,0,3/8/2020
Gibraltar,,36.1408,-5.3536,1,0,0,3/8/2020
Jordan,,31.24,36.51,1,0,0,3/8/2020
Liechtenstein,,47.14,9.55,1,0,0,3/8/2020
Lithuania,,55.1694,23.8813,1,0,0,3/8/2020
China,Tibet,31.6927,88.0924,1,1,0,3/8/2020
Moldova,,47.4116,28.3699,1,0,0,3/8/2020
Monaco,,43.7333,7.4167,1,0,0,3/8/2020
Nepal,,28.1667,84.25,1,1,0,3/8/2020
Nigeria,,9.082,8.6753,1,0,0,3/8/2020
Paraguay,,-23.4425,-58.4438,1,0,0,3/8/2020
Serbia,,44.0165,21.0059,1,0,0,3/8/2020
Sri Lanka,,7,81,1,1,0,3/8/2020
Togo,,8.6195,0.8248,1,0,0,3/8/2020
US,"Berkshire County, MA",42.3118,-73.1822,1,0,0,3/8/2020
US,"Charleston County, SC",32.7957,-79.7848,1,0,0,3/8/2020
US,"Chatham County, NC",35.7211,-79.1781,1,0,0,3/8/2020
US,"Clark County, WA",45.7466,-122.5194,1,0,0,3/8/2020
US,"Cobb County, GA",33.8999,-84.5641,1,0,0,3/8/2020
US,"Davidson County, TN",36.1343,-86.822,1,0,0,3/8/2020
US,"Davis County, UT",40.9629,-112.0953,1,0,0,3/8/2020
US,"Delaware County, PA",39.9078,-75.3879,1,0,0,3/8/2020
US,"Douglas County, NE",41.3148,-96.1951,1,0,0,3/8/2020
US,"Douglas County, OR",43.1261,-123.2492,1,0,0,3/8/2020
US,"El Paso County, CO",38.9108,-104.4723,1,0,0,3/8/2020
US,"Fairfield County, CT",41.256,-73.3709,1,0,0,3/8/2020
US,"Fayette County, KY",38.0606,-84.4803,1,0,0,3/8/2020
US,"Fresno County, CA",36.9859,-119.2321,1,0,0,3/8/2020
US,"Grant County, WA",47.1981,-119.3732,1,0,0,3/8/2020
US,"Harford County, MD",39.5839,-76.3637,1,0,0,3/8/2020
US,"Hendricks County, IN",39.8065,-86.5401,1,0,0,3/8/2020
US,"Honolulu County, HI",21.307,-157.8584,1,0,0,3/8/2020
US,"Hudson County, NJ",40.7453,-74.0535,1,0,0,3/8/2020
US,"Humboldt County, CA",40.745,-123.8695,1,0,0,3/8/2020
US,"Jefferson County, WA",47.7425,-123.304,1,0,0,3/8/2020
US,"Johnson County, KS",38.8454,-94.8521,1,0,0,3/8/2020
US,"Kershaw County, SC",34.3672,-80.5883,1,0,0,3/8/2020
US,"Kittitas County, WA",47.175,-120.9319,1,0,0,3/8/2020
US,"Klamath County, OR",42.6953,-121.6142,1,0,0,3/8/2020
US,"Madera County, CA",37.2519,-119.6963,1,0,0,3/8/2020
US,"Madison, WI",43.0731,-89.4012,1,1,0,3/8/2020
US,"Manatee County, FL",27.4799,-82.3452,1,0,0,3/8/2020
US,"Marion County, IN",39.8362,-86.1752,1,0,0,3/8/2020
US,"Marion County, OR",44.8446,-122.5927,1,0,0,3/8/2020
US,"Okaloosa County, FL",30.5773,-86.6611,1,0,0,3/8/2020
US,"Plymouth County, MA",42.1615,-70.7928,1,0,0,3/8/2020
US,"Polk County, GA",34.0132,-85.1479,1,0,0,3/8/2020
US,"Ramsey County, MN",44.9964,-93.0616,1,0,0,3/8/2020
US,"Riverside County, CA",33.9533,-117.3961,1,0,0,3/8/2020
US,"San Antonio, TX",29.4241,-98.4936,1,0,0,3/8/2020
